PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Name,Cabin,Ticket
1,0,0.242362525,0.188908146,22,0.535885167,0.343657817,7.25,0.339009288,0.156673,0.29985444,0.27027027
2,1,0.62962963,0.742038217,38,0.535885167,0.343657817,71.2833,0.553571429,0.782,0.593220339,0.513812155
3,1,0.242362525,0.742038217,26,0.345394737,0.343657817,7.925,0.339009288,0.697802,0.29985444,0.27027027
4,1,0.62962963,0.742038217,35,0.535885167,0.343657817,53.1,0.339009288,0.782,0.593220339,0.513812155
5,0,0.242362525,0.188908146,35,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
6,0,0.242362525,0.188908146,27,0.345394737,0.343657817,8.4583,0.38961039,0.156673,0.29985444,0.27027027
7,0,0.62962963,0.188908146,54,0.345394737,0.343657817,51.8625,0.339009288,0.156673,0.75,0.513812155
8,0,0.242362525,0.188908146,2,0.25,0.550847458,21.075,0.339009288,0.575,0.29985444,0.333333333
9,1,0.242362525,0.742038217,27,0.345394737,0.5,11.1333,0.339009288,0.782,0.29985444,0.653465347
10,1,0.472826087,0.742038217,14,0.535885167,0.343657817,30.0708,0.553571429,0.782,0.29985444,0.513812155
11,1,0.242362525,0.742038217,4,0.535885167,0.550847458,16.7,0.339009288,0.697802,0.5,0.653465347
12,1,0.62962963,0.742038217,58,0.345394737,0.343657817,26.55,0.339009288,0.697802,0.593220339,0.27027027
13,0,0.242362525,0.188908146,20,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
14,0,0.242362525,0.188908146,39,0.535885167,0.2,31.275,0.339009288,0.156673,0.29985444,0.208333333
15,0,0.242362525,0.742038217,14,0.345394737,0.343657817,7.8542,0.339009288,0.697802,0.29985444,0.27027027
16,1,0.472826087,0.742038217,55,0.345394737,0.343657817,16,0.339009288,0.782,0.29985444,0.27027027
17,0,0.242362525,0.188908146,2,0.166666667,0.550847458,29.125,0.38961039,0.575,0.29985444,0.210526316
18,1,0.472826087,0.188908146,31,0.345394737,0.343657817,13,0.339009288,0.156673,0.29985444,0.27027027
19,0,0.242362525,0.742038217,31,0.535885167,0.343657817,18,0.339009288,0.782,0.29985444,0.513812155
20,1,0.242362525,0.742038217,27,0.345394737,0.343657817,7.225,0.553571429,0.782,0.29985444,0.27027027
21,0,0.472826087,0.188908146,35,0.345394737,0.343657817,26,0.339009288,0.156673,0.29985444,0.513812155
22,1,0.472826087,0.188908146,34,0.345394737,0.343657817,13,0.339009288,0.156673,0.757575758,0.27027027
23,1,0.242362525,0.742038217,15,0.345394737,0.343657817,8.0292,0.38961039,0.697802,0.29985444,0.27027027
24,1,0.62962963,0.188908146,28,0.345394737,0.343657817,35.5,0.339009288,0.156673,0.466666667,0.27027027
25,0,0.242362525,0.742038217,8,0.25,0.550847458,21.075,0.339009288,0.697802,0.29985444,0.333333333
26,1,0.242362525,0.742038217,38,0.535885167,0.2,31.3875,0.339009288,0.782,0.29985444,0.208333333
27,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.225,0.553571429,0.156673,0.29985444,0.27027027
28,0,0.62962963,0.188908146,19,0.25,0.5,263,0.339009288,0.156673,0.593220339,0.210526316
29,1,0.242362525,0.742038217,27,0.345394737,0.343657817,7.8792,0.38961039,0.697802,0.29985444,0.27027027
30,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.8958,0.339009288,0.156673,0.29985444,0.27027027
31,0,0.62962963,0.188908146,40,0.345394737,0.343657817,27.7208,0.553571429,0,0.29985444,0.27027027
32,1,0.62962963,0.742038217,40,0.535885167,0.343657817,146.5208,0.553571429,0.782,0.744680851,0.653465347
33,1,0.242362525,0.742038217,27,0.345394737,0.343657817,7.75,0.38961039,0.697802,0.29985444,0.27027027
34,0,0.472826087,0.188908146,66,0.345394737,0.343657817,10.5,0.339009288,0.156673,0.29985444,0.27027027
35,0,0.62962963,0.188908146,28,0.535885167,0.343657817,82.1708,0.553571429,0.156673,0.29985444,0.513812155
36,0,0.62962963,0.188908146,42,0.535885167,0.343657817,52,0.339009288,0.156673,0.29985444,0.513812155
37,1,0.242362525,0.188908146,27,0.345394737,0.343657817,7.2292,0.553571429,0.156673,0.29985444,0.27027027
38,0,0.242362525,0.188908146,21,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
39,0,0.242362525,0.742038217,18,0.464285714,0.343657817,18,0.339009288,0.697802,0.29985444,0.513812155
40,1,0.242362525,0.742038217,14,0.535885167,0.343657817,11.2417,0.553571429,0.697802,0.29985444,0.513812155
41,0,0.242362525,0.742038217,40,0.535885167,0.343657817,9.475,0.339009288,0.782,0.29985444,0.27027027
42,0,0.472826087,0.742038217,27,0.535885167,0.343657817,21,0.339009288,0.782,0.29985444,0.513812155
43,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.8958,0.553571429,0.156673,0.29985444,0.27027027
44,1,0.472826087,0.742038217,3,0.535885167,0.5,41.5792,0.553571429,0.697802,0.29985444,0.727272727
45,1,0.242362525,0.742038217,19,0.345394737,0.343657817,7.8792,0.38961039,0.697802,0.29985444,0.27027027
46,0,0.242362525,0.188908146,27,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
47,0,0.242362525,0.188908146,24,0.535885167,0.343657817,15.5,0.38961039,0.156673,0.29985444,0.513812155
48,1,0.242362525,0.742038217,27,0.345394737,0.343657817,7.75,0.38961039,0.697802,0.29985444,0.27027027
49,0,0.242362525,0.188908146,19,0.464285714,0.343657817,21.6792,0.553571429,0.156673,0.29985444,0.653465347
50,0,0.242362525,0.742038217,18,0.535885167,0.343657817,17.8,0.339009288,0.782,0.29985444,0.513812155
51,0,0.242362525,0.188908146,7,0.166666667,0.550847458,39.6875,0.339009288,0.575,0.29985444,0.208333333
52,0,0.242362525,0.188908146,21,0.345394737,0.343657817,7.8,0.339009288,0.156673,0.29985444,0.27027027
53,1,0.62962963,0.742038217,49,0.535885167,0.343657817,76.7292,0.553571429,0.782,0.757575758,0.653465347
54,1,0.472826087,0.742038217,29,0.535885167,0.343657817,26,0.339009288,0.782,0.29985444,0.513812155
55,0,0.62962963,0.188908146,65,0.345394737,0.550847458,61.9792,0.553571429,0.156673,0.744680851,0.513812155
56,1,0.62962963,0.188908146,39,0.345394737,0.343657817,35.5,0.339009288,0.156673,0.593220339,0.27027027
57,1,0.472826087,0.742038217,21,0.345394737,0.343657817,10.5,0.339009288,0.697802,0.29985444,0.27027027
58,0,0.242362525,0.188908146,28.5,0.345394737,0.343657817,7.2292,0.553571429,0.156673,0.29985444,0.27027027
59,1,0.472826087,0.742038217,5,0.535885167,0.5,27.75,0.339009288,0.697802,0.29985444,0.727272727
60,0,0.242362525,0.188908146,11,0,0.5,46.9,0.339009288,0.575,0.29985444,0.384615385
61,0,0.242362525,0.188908146,22,0.345394737,0.343657817,7.2292,0.553571429,0.156673,0.29985444,0.27027027
62,1,0.62962963,0.742038217,38,0.345394737,0.343657817,80,0.339009288,0.697802,0.744680851,0.513812155
63,0,0.62962963,0.188908146,45,0.535885167,0.343657817,83.475,0.339009288,0.156673,0.593220339,0.513812155
64,0,0.242362525,0.188908146,4,0.25,0.5,27.9,0.339009288,0.575,0.29985444,0.210526316
65,0,0.62962963,0.188908146,39,0.345394737,0.343657817,27.7208,0.553571429,0.156673,0.29985444,0.27027027
66,1,0.242362525,0.188908146,24,0.535885167,0.550847458,15.2458,0.553571429,0.575,0.29985444,0.653465347
67,1,0.472826087,0.742038217,29,0.345394737,0.343657817,10.5,0.339009288,0.782,0.615384615,0.27027027
68,0,0.242362525,0.188908146,19,0.345394737,0.343657817,8.1583,0.339009288,0.156673,0.29985444,0.27027027
69,1,0.242362525,0.742038217,17,0.166666667,0.5,7.925,0.339009288,0.697802,0.29985444,0.27027027
70,0,0.242362525,0.188908146,26,0.464285714,0.343657817,8.6625,0.339009288,0.156673,0.29985444,0.27027027
71,0,0.472826087,0.188908146,32,0.345394737,0.343657817,10.5,0.339009288,0.156673,0.29985444,0.27027027
72,0,0.242362525,0.742038217,16,0,0.5,46.9,0.339009288,0.697802,0.29985444,0.384615385
73,0,0.472826087,0.188908146,21,0.345394737,0.343657817,73.5,0.339009288,0.156673,0.29985444,0.208333333
74,0,0.242362525,0.188908146,26,0.535885167,0.343657817,14.4542,0.553571429,0.156673,0.29985444,0.513812155
75,1,0.242362525,0.188908146,32,0.345394737,0.343657817,56.4958,0.339009288,0.156673,0.29985444,0.384615385
76,0,0.242362525,0.188908146,25,0.345394737,0.343657817,7.65,0.339009288,0.156673,0.615384615,0.27027027
77,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.8958,0.339009288,0.156673,0.29985444,0.27027027
78,0,0.242362525,0.188908146,27,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
79,1,0.472826087,0.188908146,0.83,0.345394737,0.5,29,0.339009288,0.575,0.29985444,0.653465347
80,1,0.242362525,0.742038217,30,0.345394737,0.343657817,12.475,0.339009288,0.697802,0.29985444,0.513812155
81,0,0.242362525,0.188908146,22,0.345394737,0.343657817,9,0.339009288,0.156673,0.29985444,0.27027027
82,1,0.242362525,0.188908146,29,0.345394737,0.343657817,9.5,0.339009288,0.156673,0.29985444,0.27027027
83,1,0.242362525,0.742038217,27,0.345394737,0.343657817,7.7875,0.38961039,0.697802,0.29985444,0.27027027
84,0,0.62962963,0.188908146,28,0.345394737,0.343657817,47.1,0.339009288,0.156673,0.29985444,0.513812155
85,1,0.472826087,0.742038217,17,0.345394737,0.343657817,10.5,0.339009288,0.697802,0.29985444,0.27027027
86,1,0.242362525,0.742038217,33,0.25,0.343657817,15.85,0.339009288,0.782,0.29985444,0.513812155
87,0,0.242362525,0.188908146,16,0.535885167,0.6,34.375,0.339009288,0.156673,0.29985444,0.333333333
88,0,0.242362525,0.188908146,27,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
89,1,0.62962963,0.742038217,23,0.25,0.5,263,0.339009288,0.697802,0.593220339,0.210526316
90,0,0.242362525,0.188908146,24,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
91,0,0.242362525,0.188908146,29,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
92,0,0.242362525,0.188908146,20,0.345394737,0.343657817,7.8542,0.339009288,0.156673,0.29985444,0.27027027
93,0,0.62962963,0.188908146,46,0.535885167,0.343657817,61.175,0.339009288,0.156673,0.75,0.513812155
94,0,0.242362525,0.188908146,26,0.535885167,0.5,20.575,0.339009288,0.156673,0.29985444,0.727272727
95,0,0.242362525,0.188908146,59,0.345394737,0.343657817,7.25,0.339009288,0.156673,0.29985444,0.27027027
96,0,0.242362525,0.188908146,27,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
97,0,0.62962963,0.188908146,71,0.345394737,0.343657817,34.6542,0.553571429,0.156673,0.466666667,0.27027027
98,1,0.62962963,0.188908146,23,0.345394737,0.550847458,63.3583,0.553571429,0.156673,0.757575758,0.513812155
99,1,0.472826087,0.742038217,34,0.345394737,0.550847458,23,0.339009288,0.782,0.29985444,0.513812155
100,0,0.472826087,0.188908146,34,0.535885167,0.343657817,26,0.339009288,0.156673,0.29985444,0.513812155
101,0,0.242362525,0.742038217,28,0.345394737,0.343657817,7.8958,0.339009288,0.697802,0.29985444,0.27027027
102,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.8958,0.339009288,0.156673,0.29985444,0.27027027
103,0,0.62962963,0.188908146,21,0.345394737,0.550847458,77.2875,0.339009288,0.156673,0.757575758,0.513812155
104,0,0.242362525,0.188908146,33,0.345394737,0.343657817,8.6542,0.339009288,0.156673,0.29985444,0.27027027
105,0,0.242362525,0.188908146,37,0.464285714,0.343657817,7.925,0.339009288,0.156673,0.29985444,0.27027027
106,0,0.242362525,0.188908146,28,0.345394737,0.343657817,7.8958,0.339009288,0.156673,0.29985444,0.27027027
107,1,0.242362525,0.742038217,21,0.345394737,0.343657817,7.65,0.339009288,0.697802,0.29985444,0.27027027
108,1,0.242362525,0.188908146,27,0.345394737,0.343657817,7.775,0.339009288,0.156673,0.29985444,0.27027027
109,0,0.242362525,0.188908146,38,0.345394737,0.343657817,7.8958,0.339009288,0.156673,0.29985444,0.27027027
110,1,0.242362525,0.742038217,24,0.535885167,0.343657817,24.15,0.38961039,0.697802,0.29985444,0.653465347
111,0,0.62962963,0.188908146,47,0.345394737,0.343657817,52,0.339009288,0.156673,0.593220339,0.513812155
112,0,0.242362525,0.742038217,14.5,0.535885167,0.343657817,14.4542,0.553571429,0.697802,0.29985444,0.513812155
113,0,0.242362525,0.188908146,22,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
114,0,0.242362525,0.742038217,20,0.535885167,0.343657817,9.825,0.339009288,0.697802,0.29985444,0.27027027
115,0,0.242362525,0.742038217,17,0.345394737,0.343657817,14.4583,0.553571429,0.697802,0.29985444,0.513812155
116,0,0.242362525,0.188908146,21,0.345394737,0.343657817,7.925,0.339009288,0.156673,0.29985444,0.27027027
117,0,0.242362525,0.188908146,70.5,0.345394737,0.343657817,7.75,0.38961039,0.156673,0.29985444,0.27027027
118,0,0.472826087,0.188908146,29,0.535885167,0.343657817,21,0.339009288,0.156673,0.29985444,0.513812155
119,0,0.62962963,0.188908146,24,0.345394737,0.550847458,247.5208,0.553571429,0.156673,0.744680851,0.653465347
120,0,0.242362525,0.742038217,2,0.166666667,0.5,31.275,0.339009288,0.697802,0.29985444,0.208333333
121,0,0.472826087,0.188908146,21,0.464285714,0.343657817,73.5,0.339009288,0.156673,0.29985444,0.208333333
122,0,0.242362525,0.188908146,27,0.345394737,0.343657817,8.05,0.339009288,0.156673,0.29985444,0.27027027
123,0,0.472826087,0.188908146,32.5,0.535885167,0.343657817,30.0708,0.553571429,0.156673,0.29985444,0.513812155
124,1,0.472826087,0.742038217,32.5,0.345394737,0.343657817,13,0.339009288,0.697802,0.75,0.27027027
125,0,0.62962963,0.188908146,54,0.345394737,0.550847458,77.2875,0.339009288,0.156673,0.757575758,0.513812155
126,1,0.242362525,0.188908146,12,0.535885167,0.343657817,11.2417,0.553571429,0.575,0.29985444,0.513812155
127,0,0.242362525,0.188908146,27,0.345394737,0.343657817,7.75,0.38961039,0.156673,0.29985444,0.27027027
